previous_grade_score,background_academic_score,enrolled_units_count,difficulty_level,past_failures_count,approved_units_count,study_time_level,absence_rate,age_group,parent_education_level,student_status
100.0,51.74999999999999,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,53.900000000000006,14.0,0,0,11.0,2,2,0,41.66666666666667,1
100.0,65.0,12.0,0,0,7.0,2,2,1,41.66666666666667,1
100.0,54.7,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,71.8,12.0,0,0,12.0,2,2,0,41.66666666666667,0
100.0,62.14999999999999,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,59.75,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,87.8,3.0,1,0,0.0,2,2,0,41.66666666666667,2
100.0,58.050000000000004,10.0,0,0,8.0,2,2,0,41.66666666666667,2
100.0,63.3,12.0,0,0,12.0,2,2,0,41.66666666666667,0
100.0,65.4,10.0,0,1,8.0,2,2,0,41.66666666666667,2
100.0,66.75,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,68.45,14.0,0,0,18.0,2,2,1,41.66666666666667,2
100.0,71.15,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,57.15,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,61.45,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,58.599999999999994,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,76.0,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,61.1,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,50.85000000000001,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,59.95,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,61.85000000000001,10.0,0,0,4.0,2,2,0,41.66666666666667,0
100.0,60.9,14.0,0,0,22.0,2,2,0,41.66666666666667,2
100.0,53.05,12.0,0,0,1.0,2,2,0,41.66666666666667,0
100.0,62.14999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,62.14999999999999,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,58.70000000000001,12.0,0,0,11.0,2,2,1,41.66666666666667,2
100.0,56.35,14.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,61.85000000000001,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,52.900000000000006,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,62.1,10.0,0,0,4.0,2,2,1,41.66666666666667,0
100.0,61.14999999999999,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,61.85000000000001,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,64.9,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,61.9,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,63.2,10.0,0,0,6.0,2,2,0,41.66666666666667,2
100.0,57.550000000000004,12.0,0,0,8.0,2,2,0,41.66666666666667,1
100.0,69.2,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,59.099999999999994,10.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,60.85,12.0,0,0,2.0,2,2,0,41.66666666666667,0
100.0,59.0,12.0,0,0,12.0,2,2,0,41.66666666666667,1
100.0,59.9,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,82.45,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,50.0,8.0,0,0,8.0,2,2,0,41.66666666666667,2
100.0,60.8,12.0,0,0,10.0,2,2,0,41.66666666666667,1
100.0,60.199999999999996,12.0,0,1,10.0,2,2,0,41.66666666666667,2
100.0,58.9,14.0,0,2,14.0,2,2,0,41.66666666666667,2
100.0,55.00000000000001,14.0,0,0,13.0,2,2,2,41.66666666666667,2
100.0,64.4,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,58.3,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,60.0,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,78.75,12.0,0,0,12.0,2,2,0,41.66666666666667,0
100.0,68.15,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,60.75000000000001,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,66.95,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,68.4,3.0,1,0,0.0,2,2,0,41.66666666666667,2
100.0,66.75,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,65.0,14.0,0,0,15.0,2,2,0,41.66666666666667,0
100.0,70.0,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,66.35,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,58.9,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,63.05,14.0,0,0,14.0,2,2,0,41.66666666666667,0
100.0,60.0,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,50.0,10.0,0,0,9.0,2,2,2,41.66666666666667,0
100.0,58.4,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,64.15,14.0,0,0,11.0,2,2,1,41.66666666666667,0
100.0,58.5,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,65.75,12.0,0,0,11.0,2,2,2,41.66666666666667,2
100.0,67.4,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,73.3,12.0,0,0,9.0,2,2,0,41.66666666666667,1
100.0,65.0,14.0,0,0,19.0,2,2,1,41.66666666666667,0
100.0,63.74999999999999,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,61.5,10.0,0,2,10.0,2,2,0,41.66666666666667,2
100.0,50.0,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,57.10000000000001,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,61.75000000000001,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,72.15,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,71.1,12.0,0,0,9.0,2,2,0,41.66666666666667,1
100.0,80.95,10.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,67.95,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,55.05,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,61.25000000000001,14.0,0,0,19.0,2,2,2,41.66666666666667,0
100.0,69.05,12.0,0,0,5.0,2,2,0,41.66666666666667,0
100.0,58.650000000000006,3.0,1,0,0.0,2,2,0,41.66666666666667,0
100.0,53.400000000000006,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,60.04999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,58.25,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,60.0,12.0,0,0,9.0,2,2,1,41.66666666666667,1
100.0,69.85,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,61.85000000000001,12.0,0,1,12.0,2,2,0,41.66666666666667,2
100.0,58.25,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,61.1,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,73.0,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,54.400000000000006,14.0,0,0,11.0,2,2,0,41.66666666666667,1
100.0,66.5,3.0,1,0,0.0,2,2,0,41.66666666666667,1
100.0,61.9,10.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,60.0,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,63.45,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,60.650000000000006,12.0,0,0,11.0,2,2,0,41.66666666666667,0
100.0,64.5,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,57.45,12.0,0,0,6.0,2,2,1,41.66666666666667,0
100.0,53.25,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,66.95,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,62.45,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,64.25,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,63.1,10.0,0,7,9.0,2,2,1,41.66666666666667,0
100.0,60.85,8.0,0,2,0.0,2,2,1,41.66666666666667,0
100.0,60.0,12.0,0,0,7.0,2,2,0,41.66666666666667,1
100.0,56.60000000000001,14.0,0,2,13.0,2,2,1,41.66666666666667,1
100.0,60.150000000000006,12.0,0,0,7.0,2,2,0,41.66666666666667,2
100.0,63.9,3.0,1,0,0.0,2,2,0,41.66666666666667,0
100.0,61.64999999999999,14.0,0,2,14.0,2,2,0,41.66666666666667,0
100.0,63.14999999999999,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,64.1,14.0,0,0,12.0,2,2,1,41.66666666666667,0
100.0,67.45,10.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,70.0,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,57.75,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,53.349999999999994,14.0,0,0,11.0,2,2,0,41.66666666666667,1
100.0,70.0,10.0,0,0,6.0,2,2,2,41.66666666666667,1
100.0,68.3,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,59.650000000000006,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,76.0,11.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,72.15,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,79.5,14.0,0,0,12.0,2,2,2,41.66666666666667,1
100.0,64.75,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,70.0,12.0,0,0,9.0,2,2,2,41.66666666666667,1
100.0,52.7,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,68.0,14.0,0,0,15.0,2,2,1,41.66666666666667,2
100.0,80.0,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,69.55,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,63.45,10.0,0,0,9.0,2,2,1,41.66666666666667,2
100.0,92.0,14.0,0,0,15.0,2,2,2,41.66666666666667,2
100.0,62.5,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,69.25,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,66.75,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,70.75,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,65.0,14.0,0,0,14.0,2,2,1,41.66666666666667,2
100.0,65.5,10.0,0,0,7.0,2,2,0,41.66666666666667,1
100.0,72.5,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,57.15,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,54.15,14.0,0,0,7.0,2,2,2,41.66666666666667,0
100.0,62.6,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,65.85,12.0,0,0,9.0,2,2,1,41.66666666666667,0
100.0,63.14999999999999,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,73.8,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,62.55,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,61.9,10.0,0,0,8.0,2,2,0,41.66666666666667,1
100.0,65.4,10.0,0,0,8.0,2,2,0,41.66666666666667,0
100.0,77.05,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,61.3,10.0,0,0,7.0,2,2,0,41.66666666666667,1
100.0,51.74999999999999,12.0,0,0,10.0,2,2,1,41.66666666666667,2
100.0,66.4,3.0,1,0,0.0,2,2,0,41.66666666666667,1
100.0,50.0,10.0,0,0,9.0,2,2,1,41.66666666666667,2
100.0,57.9,14.0,0,0,12.0,2,2,0,41.66666666666667,1
100.0,66.9,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,59.25,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,75.15,3.0,1,0,0.0,2,2,0,41.66666666666667,0
100.0,53.900000000000006,10.0,0,0,6.0,2,2,0,41.66666666666667,1
100.0,63.74999999999999,14.0,0,0,10.0,2,2,0,41.66666666666667,1
100.0,60.25,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,58.650000000000006,10.0,0,0,8.0,2,2,0,41.66666666666667,1
100.0,60.3,12.0,0,0,4.0,2,2,0,41.66666666666667,0
100.0,59.35,12.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,65.4,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,56.3,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,58.599999999999994,10.0,0,1,10.0,2,2,2,41.66666666666667,2
100.0,65.0,14.0,0,0,11.0,2,2,2,41.66666666666667,1
100.0,65.9,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,48.5,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,65.0,14.0,0,0,4.0,2,2,2,41.66666666666667,0
100.0,74.0,14.0,0,0,19.0,2,2,2,41.66666666666667,2
100.0,51.7,14.0,0,0,14.0,2,2,2,41.66666666666667,0
100.0,63.55,12.0,0,0,11.0,2,2,1,41.66666666666667,2
100.0,62.0,12.0,0,0,12.0,2,2,0,41.66666666666667,0
100.0,60.699999999999996,10.0,0,0,8.0,2,2,1,41.66666666666667,2
100.0,59.050000000000004,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,60.650000000000006,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,59.75,10.0,0,0,2.0,2,2,0,41.66666666666667,0
100.0,57.60000000000001,10.0,0,0,9.0,2,2,2,41.66666666666667,1
100.0,65.1,12.0,0,0,8.0,2,2,1,41.66666666666667,2
100.0,65.0,12.0,0,0,7.0,2,2,0,41.66666666666667,0
100.0,63.45,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,84.25,12.0,0,0,10.0,2,2,1,41.66666666666667,2
100.0,65.0,14.0,0,0,5.0,2,2,2,41.66666666666667,0
100.0,61.4,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,55.00000000000001,14.0,0,0,7.0,2,2,2,41.66666666666667,0
100.0,63.55,10.0,0,1,8.0,2,2,0,41.66666666666667,2
100.0,54.25,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,69.1,14.0,0,0,13.0,2,2,1,41.66666666666667,0
100.0,48.0,14.0,0,0,12.0,2,2,0,41.66666666666667,1
100.0,62.25000000000001,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,60.0,14.0,0,0,21.0,2,2,2,41.66666666666667,1
100.0,66.15,10.0,0,0,2.0,2,2,0,41.66666666666667,0
100.0,60.35,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,66.3,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,70.0,10.0,0,7,0.0,2,2,2,41.66666666666667,0
100.0,62.25000000000001,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,71.0,3.0,1,0,0.0,2,2,0,41.66666666666667,2
100.0,65.0,14.0,0,0,25.0,2,2,2,41.66666666666667,2
100.0,72.0,14.0,0,0,30.0,2,2,2,41.66666666666667,2
100.0,64.25,14.0,0,0,13.0,2,2,0,41.66666666666667,1
100.0,70.0,9.0,0,0,2.0,2,2,1,41.66666666666667,0
100.0,56.95,12.0,0,0,7.0,2,2,1,41.66666666666667,0
100.0,68.6,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,70.0,12.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,76.15,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,56.25,12.0,0,0,11.0,2,2,2,41.66666666666667,2
100.0,50.5,10.0,0,0,5.0,2,2,2,41.66666666666667,0
100.0,56.15,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,56.99999999999999,12.0,0,0,1.0,2,2,2,41.66666666666667,0
100.0,65.0,10.0,0,0,7.0,2,2,2,41.66666666666667,2
100.0,60.75000000000001,14.0,0,4,24.0,2,2,1,41.66666666666667,2
100.0,60.0,12.0,0,0,12.0,2,2,2,41.66666666666667,1
100.0,65.0,12.0,0,0,1.0,2,2,2,41.66666666666667,0
100.0,62.85000000000001,12.0,0,0,8.0,2,2,2,41.66666666666667,0
100.0,64.0,14.0,0,10,0.0,2,2,2,41.66666666666667,0
100.0,56.60000000000001,12.0,0,0,9.0,2,2,0,41.66666666666667,1
100.0,60.0,14.0,0,2,16.0,2,2,2,41.66666666666667,2
100.0,58.9,10.0,0,1,7.0,2,2,1,41.66666666666667,2
100.0,60.650000000000006,14.0,0,0,13.0,2,2,0,41.66666666666667,1
100.0,84.85,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,58.85,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,60.9,12.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,64.15,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,66.1,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,67.15,3.0,1,0,0.0,2,2,0,41.66666666666667,0
100.0,61.7,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,60.85,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,65.0,12.0,0,0,11.0,2,2,2,41.66666666666667,2
100.0,63.24999999999999,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,79.85,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,75.65,10.0,0,0,8.0,2,2,1,41.66666666666667,2
100.0,69.0,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,63.24999999999999,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,70.0,14.0,0,0,13.0,2,2,1,41.66666666666667,1
100.0,56.15,12.0,0,0,10.0,2,2,1,41.66666666666667,2
100.0,63.65,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,65.0,14.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,57.49999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,65.75,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,62.85000000000001,10.0,0,0,5.0,2,2,2,41.66666666666667,0
100.0,63.4,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,66.2,10.0,0,0,1.0,2,2,0,41.66666666666667,0
100.0,75.0,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,47.5,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,64.1,13.0,0,0,9.0,2,2,2,41.66666666666667,0
100.0,65.0,9.0,0,2,5.0,2,2,2,41.66666666666667,0
100.0,50.0,10.0,0,0,2.0,2,2,2,41.66666666666667,1
100.0,79.95,12.0,0,0,10.0,2,2,1,41.66666666666667,2
100.0,50.0,11.0,0,0,5.0,2,2,2,41.66666666666667,0
100.0,58.25,14.0,0,0,2.0,2,2,2,41.66666666666667,0
100.0,60.0,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,58.5,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,70.0,12.0,0,0,2.0,2,2,1,41.66666666666667,1
100.0,59.050000000000004,12.0,0,0,8.0,2,2,0,41.66666666666667,0
100.0,76.75,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,63.95000000000001,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,59.4,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,63.35000000000001,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,85.0,10.0,0,6,4.0,2,2,0,41.66666666666667,1
100.0,55.00000000000001,12.0,0,0,1.0,2,2,2,41.66666666666667,0
100.0,57.49999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,59.5,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,60.9,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,66.7,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,65.7,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,67.5,11.0,0,0,2.0,2,2,2,41.66666666666667,0
100.0,61.4,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,70.0,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,62.64999999999999,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,63.14999999999999,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,50.0,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,60.650000000000006,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,67.5,14.0,0,0,13.0,2,2,1,41.66666666666667,1
100.0,60.0,12.0,0,0,1.0,2,2,2,41.66666666666667,0
100.0,56.85,12.0,0,0,11.0,2,2,0,41.66666666666667,1
100.0,64.85,10.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,66.05,10.0,0,0,6.0,2,2,2,41.66666666666667,0
100.0,60.150000000000006,13.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,60.0,10.0,0,0,10.0,2,2,2,41.66666666666667,2
100.0,61.55,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,59.699999999999996,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,70.0,10.0,0,1,9.0,2,2,2,41.66666666666667,0
100.0,58.25,12.0,0,0,8.0,2,2,2,41.66666666666667,1
100.0,56.49999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,66.95,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,57.75,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,58.25,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,85.6,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,59.54999999999999,10.0,0,0,8.0,2,2,0,41.66666666666667,2
100.0,60.54999999999999,14.0,0,0,12.0,2,2,0,41.66666666666667,0
100.0,66.45,12.0,0,0,11.0,2,2,0,41.66666666666667,1
100.0,66.4,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,63.35000000000001,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,52.900000000000006,14.0,0,0,13.0,2,2,1,41.66666666666667,2
100.0,58.599999999999994,11.0,0,0,10.0,2,2,0,41.66666666666667,1
100.0,70.0,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,60.0,12.0,0,0,5.0,2,2,1,41.66666666666667,0
100.0,59.75,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,76.95,12.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,65.0,11.0,0,0,1.0,2,2,2,41.66666666666667,0
100.0,53.5,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,66.4,14.0,0,0,9.0,2,2,2,41.66666666666667,0
100.0,63.74999999999999,10.0,0,1,10.0,2,2,1,41.66666666666667,2
100.0,61.64999999999999,12.0,0,0,7.0,2,2,2,41.66666666666667,1
100.0,61.0,10.0,0,0,3.0,2,2,0,41.66666666666667,0
100.0,57.4,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,70.0,3.0,1,0,0.0,2,2,0,41.66666666666667,2
100.0,55.50000000000001,14.0,0,0,18.0,2,2,1,41.66666666666667,2
100.0,66.6,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,61.5,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,75.0,14.0,0,0,22.0,2,2,1,41.66666666666667,2
100.0,66.15,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,63.0,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,59.650000000000006,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,66.9,14.0,0,0,19.0,2,2,1,41.66666666666667,2
100.0,63.24999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,69.2,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,64.5,14.0,0,0,15.0,2,2,0,41.66666666666667,0
100.0,59.150000000000006,12.0,0,0,9.0,2,2,0,41.66666666666667,1
100.0,64.9,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,56.8,10.0,0,2,7.0,2,2,0,41.66666666666667,1
100.0,64.15,12.0,0,0,6.0,2,2,0,41.66666666666667,0
100.0,65.0,12.0,0,0,7.0,2,2,0,41.66666666666667,0
100.0,60.95,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,64.7,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,57.65,14.0,0,0,12.0,2,2,0,41.66666666666667,1
100.0,62.74999999999999,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,58.9,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,59.35,10.0,0,0,6.0,2,2,0,41.66666666666667,1
100.0,69.5,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,49.45,12.0,0,0,6.0,2,2,1,41.66666666666667,1
100.0,68.85,12.0,0,0,1.0,2,2,0,41.66666666666667,0
100.0,56.8,14.0,0,0,15.0,2,2,1,41.66666666666667,2
100.0,56.7,12.0,0,0,7.0,2,2,0,41.66666666666667,1
100.0,64.25,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,71.4,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,68.85,10.0,0,6,1.0,2,2,1,41.66666666666667,0
100.0,51.74999999999999,12.0,0,0,7.0,2,2,0,41.66666666666667,1
100.0,61.6,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,63.0,12.0,0,0,10.0,2,2,0,41.66666666666667,1
100.0,60.85,14.0,0,0,12.0,2,2,2,41.66666666666667,1
100.0,71.4,10.0,0,0,9.0,2,2,0,41.66666666666667,1
100.0,60.0,12.0,0,2,10.0,2,2,1,41.66666666666667,0
100.0,59.650000000000006,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,60.5,12.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,69.7,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,56.95,10.0,0,2,9.0,2,2,0,41.66666666666667,2
100.0,62.3,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,61.9,12.0,0,0,12.0,2,2,0,41.66666666666667,0
100.0,63.14999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,60.199999999999996,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,60.25,14.0,0,0,12.0,2,2,0,41.66666666666667,1
100.0,72.45,14.0,0,0,19.0,2,2,1,41.66666666666667,1
100.0,69.95,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,66.65,3.0,1,0,0.0,2,2,0,41.66666666666667,2
100.0,63.0,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,66.75,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,63.95000000000001,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,52.95000000000001,12.0,0,0,10.0,2,2,0,41.66666666666667,1
100.0,62.14999999999999,12.0,0,0,11.0,2,2,0,41.66666666666667,1
100.0,51.24999999999999,12.0,0,0,4.0,2,2,2,41.66666666666667,0
100.0,48.5,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,67.35,3.0,1,0,0.0,2,2,0,41.66666666666667,0
100.0,56.89999999999999,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,58.45,10.0,0,0,1.0,2,2,0,41.66666666666667,0
100.0,62.0,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,58.75,12.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,77.4,3.0,1,0,0.0,2,2,1,41.66666666666667,2
100.0,70.5,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,60.0,10.0,0,5,0.0,2,2,2,41.66666666666667,0
100.0,66.8,14.0,0,0,15.0,2,2,0,41.66666666666667,0
100.0,61.0,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,60.0,10.0,0,0,7.0,2,2,1,41.66666666666667,0
100.0,57.10000000000001,12.0,0,0,11.0,2,2,1,41.66666666666667,2
100.0,47.75,12.0,0,0,12.0,2,2,2,41.66666666666667,2
